customer_id,name,nik_masked,email,phone,city,province,dob,gender,kyc_status,registration_date,referral_code
NBC0074,Ganesha Salim,327529******,ganesha.salim184@gmail.com,087635365419,Jakarta,DKI Jakarta,1991-09-22,Male,verified,2022-09-02,REF-1862
NBC0075,Jaka Wijaya,327518******,jaka.wijaya899@hotmail.com,083451870534,Jakarta,DKI Jakarta,2000-04-16,Male,unverified,2023-09-15,
NBC0076,Wahyu Darmawan,337479******,wahyu.darmawan779@yahoo.com,082060385050,Jakarta,DKI Jakarta,2004-06-26,Male,verified,2024-02-10,
NBC0077,Fitri Anwar,167140******,fitri.anwar430@hotmail.com,081241038657,Bandung,Jawa Barat,1978-10-23,Female,rejected,2022-07-15,REF-7461
NBC0078,Maulana Santoso,327594******,maulana.santoso988@yahoo.com,082445655743,Jakarta,DKI Jakarta,1978-05-08,Male,verified,2023-02-20,REF-2785
NBC0079,Iwan Halim,127150******,iwan.halim417@gmail.com,087537474112,Yogyakarta,DI Yogyakarta,2005-10-10,Male,verified,2023-09-16,
NBC0080,Bunga Anwar,357828******,bunga.anwar94@yahoo.com,083680442067,Bali,Bali,1999-12-09,Female,unverified,2025-01-31,REF-8570
NBC0081,Gilang Sugiarto,317117******,gilang.sugiarto851@yahoo.com,082365199410,Semarang,Jawa Tengah,1977-11-22,Male,verified,2023-02-09,
NBC0082,Gilang Setiawan,357825******,gilang.setiawan44@hotmail.com,081296670662,Manado,Sulawesi Utara,1990-11-17,Male,verified,2023-03-16,
NBC0083,Dedi Hidayat,317188******,dedi.hidayat635@yahoo.com,088476870146,Bali,Bali,1981-02-26,Male,verified,2024-05-08,REF-9614
NBC0084,Kevin Saputra,327555******,kevin.saputra492@hotmail.com,083985642059,Surabaya,Jawa Timur,1984-10-28,Male,verified,2022-03-02,
NBC0085,Citra Effendi,167155******,citra.effendi786@yahoo.com,082133480396,Padang,Sumatera Barat,1990-12-01,Female,pending,2022-12-22,REF-6210
NBC0086,Vivi Rahman,517113******,vivi.rahman721@outlook.com,087929378427,Surabaya,Jawa Timur,1976-09-13,Female,pending,2022-07-04,REF-4584
NBC0087,Ganesha Pratama,357888******,ganesha.pratama207@yahoo.com,083250029218,Bogor,Jawa Barat,1991-05-15,Male,pending,2022-05-29,REF-7481
NBC0088,Wulan Firmansyah,357827******,wulan.firmansyah162@hotmail.com,088752895392,Jakarta,DKI Jakarta,1991-12-22,Female,verified,2023-09-21,
NBC0089,Joko Pratama,517160******,joko.pratama872@gmail.com,082959391725,Jakarta,DKI Jakarta,1978-06-28,Male,verified,2023-05-03,REF-6234
NBC0090,Dimas Mahendra,127111******,dimas.mahendra272@yahoo.com,082154100676,Surabaya,Jawa Timur,1982-06-18,Male,unverified,2024-04-27,REF-7204
NBC0091,Yusuf Hartono,127183******,yusuf.hartono667@yahoo.com,082710405411,Semarang,Jawa Tengah,1990-05-02,Male,verified,2022-12-15,
NBC0092,Bayu Setiawan,357886******,bayu.setiawan629@hotmail.com,088062962015,Bandung,Jawa Barat,1984-03-21,Male,verified,2023-01-25,REF-9849
NBC0093,Rio Firmansyah,337422******,rio.firmansyah51@hotmail.com,087872050614,Jakarta,DKI Jakarta,2004-09-11,Male,unverified,2024-09-10,REF-1421
NBC0094,Satria Hakim,327170******,satria.hakim865@gmail.com,083677418625,Yogyakarta,DI Yogyakarta,1992-02-10,Male,verified,2024-01-27,REF-1731
NBC0095,Faisal Susanto,337444******,faisal.susanto578@gmail.com,082115869380,Jakarta,DKI Jakarta,1992-05-13,Male,unverified,2024-12-06,REF-9773
NBC0096,Gracia Wibowo,127148******,gracia.wibowo81@hotmail.com,088089899217,Semarang,Jawa Tengah,1982-10-03,Female,verified,2022-12-09,
NBC0097,Hani Wijaya,327520******,hani.wijaya700@hotmail.com,082294511686,Surabaya,Jawa Timur,1999-10-06,Female,rejected,2023-10-30,
NBC0098,Budi Budiman,327524******,budi.budiman425@yahoo.com,082999119148,Jakarta,DKI Jakarta,1990-06-04,Male,verified,2024-04-21,REF-8955
NBC0099,Gracia Wijaya,327345******,gracia.wijaya413@yahoo.com,087960653074,Jakarta,DKI Jakarta,1991-09-16,Female,pending,2022-02-11,REF-5965
NBC0100,Haris Hartono,337427******,haris.hartono308@hotmail.com,083469137367,Jakarta,DKI Jakarta,1998-03-03,Male,verified,2024-02-05,
NBC0101,Iwan Kusuma,347174******,iwan.kusuma414@yahoo.com,087902330307,Yogyakarta,DI Yogyakarta,1977-04-08,Male,pending,2024-01-09,
NBC0102,Faisal Cahyadi,327591******,faisal.cahyadi946@gmail.com,088035797279,Bandung,Jawa Barat,1999-09-25,Male,verified,2023-12-18,REF-5237
NBC0103,Vivi Setiawan,347113******,vivi.setiawan396@gmail.com,082933334680,Jakarta,DKI Jakarta,2005-08-08,Female,pending,2022-01-19,REF-3167
NBC0104,Olivia Pratama,337442******,olivia.pratama623@outlook.com,088466574374,Surabaya,Jawa Timur,2005-05-18,Female,pending,2024-12-02,
NBC0105,Eko Pratama,167194******,eko.pratama990@outlook.com,087994417154,Bandung,Jawa Barat,2003-09-26,Male,verified,2023-10-28,
NBC0106,Cahyo Firmansyah,337429******,cahyo.firmansyah530@yahoo.com,081965207446,Bandung,Jawa Barat,1993-02-23,Male,verified,2024-03-06,
NBC0107,Mira Suryadi,357838******,mira.suryadi703@hotmail.com,088584282417,Bogor,Jawa Barat,1980-09-27,Female,unverified,2023-06-14,
NBC0108,Kartika Mahendra,327138******,kartika.mahendra364@yahoo.com,088465549471,Surabaya,Jawa Timur,1996-02-09,Female,verified,2022-04-20,
NBC0109,Prita Kusuma,127134******,prita.kusuma513@gmail.com,088684602235,Jakarta,DKI Jakarta,1993-05-10,Female,verified,2024-07-26,REF-3954
NBC0110,Hesti Mahendra,327350******,hesti.mahendra650@gmail.com,081743292712,Bandung,Jawa Barat,2002-07-25,Female,verified,2024-06-07,REF-7609
NBC0111,Ganesha Tanjung,317114******,ganesha.tanjung547@yahoo.com,088505830033,Padang,Sumatera Barat,1990-06-12,Male,verified,2023-10-02,REF-7284
NBC0112,Surya Maulana,327115******,surya.maulana306@outlook.com,085898562575,Jakarta,DKI Jakarta,1983-06-15,Male,verified,2022-12-04,
NBC0113,Bella Saputra,337438******,bella.saputra745@yahoo.com,082098215064,Yogyakarta,DI Yogyakarta,1998-12-27,Female,verified,2022-04-10,REF-1785
NBC0114,Sinta Saputra,317198******,sinta.saputra119@hotmail.com,085618472304,Bandung,Jawa Barat,1993-11-17,Female,verified,2022-07-26,REF-5423
NBC0115,Vivi Nugroho,327523******,vivi.nugroho524@gmail.com,083117393483,Bandung,Jawa Barat,1991-01-21,Female,unverified,2024-04-19,REF-1645
NBC0116,Luki Effendi,357840******,luki.effendi3@gmail.com,088119721811,Jakarta,DKI Jakarta,1986-06-24,Male,verified,2023-04-19,REF-5850
NBC0117,Andi Hartono,327315******,andi.hartono873@outlook.com,083561100225,Bandung,Jawa Barat,1991-01-14,Male,verified,2024-06-15,
NBC0118,Dwi Setiawan,357853******,dwi.setiawan188@gmail.com,085674676212,Bandung,Jawa Barat,1977-08-18,Male,verified,2022-11-23,REF-8908
NBC0119,Umi Halim,327388******,umi.halim389@outlook.com,087027716701,Jakarta,DKI Jakarta,1986-09-26,Female,unverified,2023-10-06,REF-9598
NBC0120,Mira Lestari,357876******,mira.lestari536@gmail.com,085375628900,Jakarta,DKI Jakarta,2003-11-11,Female,rejected,2022-11-18,REF-8688
NBC0121,Jihan Kusuma,127151******,jihan.kusuma247@outlook.com,083083866317,Jakarta,DKI Jakarta,1994-12-04,Female,verified,2024-07-06,REF-9166
NBC0122,Fajar Darmawan,317123******,fajar.darmawan414@hotmail.com,081880199488,Medan,Sumatera Utara,1984-04-12,Male,unverified,2024-07-23,
NBC0123,Andi Lestari,127152******,andi.lestari574@hotmail.com,088571130554,Jakarta,DKI Jakarta,1999-07-27,Male,verified,2024-12-05,REF-2741
NBC0124,Iwan Darmawan,327362******,iwan.darmawan110@outlook.com,087331637351,Medan,Sumatera Utara,1993-08-04,Male,verified,2022-04-06,
NBC0125,Novi Sugiarto,127168******,novi.sugiarto675@yahoo.com,085080869782,Jakarta,DKI Jakarta,2000-12-14,Female,verified,2022-12-22,
NBC0126,Yusuf Ramadhan,167159******,yusuf.ramadhan429@yahoo.com,083654722698,Semarang,Jawa Tengah,1988-05-29,Male,verified,2025-01-26,
NBC0127,Lia Anwar,337436******,lia.anwar640@outlook.com,088522885158,Semarang,Jawa Tengah,1996-07-19,Female,verified,2024-05-04,REF-9747
NBC0128,Bagas Pratama,167123******,bagas.pratama26@hotmail.com,082003424420,Malang,Jawa Timur,2005-12-23,Male,rejected,2023-08-28,REF-9866
NBC0129,Dedi Hartono,517196******,dedi.hartono758@yahoo.com,088863840666,Yogyakarta,DI Yogyakarta,2005-09-25,Male,verified,2023-10-03,
NBC0130,Endra Susanto,337489******,endra.susanto890@hotmail.com,082598933472,Jakarta,DKI Jakarta,2005-08-15,Male,verified,2022-06-02,REF-3847
NBC0131,Gita Tanjung,317164******,gita.tanjung286@outlook.com,082294057202,Yogyakarta,DI Yogyakarta,1989-06-21,Female,unverified,2022-04-15,
NBC0132,Tania Firmansyah,127183******,tania.firmansyah564@outlook.com,081583281826,Surabaya,Jawa Timur,1999-05-12,Female,pending,2025-01-04,REF-6724
NBC0133,Luki Mahendra,357856******,luki.mahendra301@yahoo.com,087878015739,Semarang,Jawa Tengah,2002-11-11,Male,unverified,2023-05-15,
NBC0134,Vina Tanjung,327159******,vina.tanjung263@outlook.com,081858877043,Medan,Sumatera Utara,1989-05-15,Female,verified,2024-11-18,REF-2572
NBC0135,Hendra Aditya,167110******,hendra.aditya642@gmail.com,082361386120,Jakarta,DKI Jakarta,1995-08-07,Male,verified,2023-11-11,REF-2200
NBC0136,Oka Kusuma,517139******,oka.kusuma933@outlook.com,085676650618,Jakarta,DKI Jakarta,1975-04-07,Male,verified,2022-05-10,
NBC0137,Vivi Kusuma,357874******,vivi.kusuma109@outlook.com,088491476607,Bandung,Jawa Barat,1982-01-05,Female,verified,2024-12-28,REF-7406
NBC0138,Kirana Hakim,327348******,kirana.hakim694@outlook.com,081882100996,Jakarta,DKI Jakarta,1999-02-04,Female,unverified,2025-01-26,
NBC0139,Endra Rahman,337462******,endra.rahman928@yahoo.com,082239431290,Palembang,Sumatera Selatan,1999-08-15,Male,verified,2024-08-02,REF-2198
NBC0140,Bayu Susanto,327135******,bayu.susanto744@hotmail.com,083523149135,Jakarta,DKI Jakarta,1996-10-17,Male,rejected,2024-07-11,REF-6008
NBC0141,Indah Salim,357864******,indah.salim173@gmail.com,083336452577,Jakarta,DKI Jakarta,1994-12-23,Female,pending,2024-01-05,
NBC0142,Eko Permana,517120******,eko.permana862@outlook.com,082834110809,Yogyakarta,DI Yogyakarta,2000-12-19,Male,verified,2024-04-09,
NBC0143,Rizki Susanto,167179******,rizki.susanto484@yahoo.com,083639427881,Bandung,Jawa Barat,1992-10-18,Male,verified,2024-01-16,REF-4913
NBC0144,Prita Maulana,167127******,prita.maulana457@yahoo.com,082992750373,Jakarta,DKI Jakarta,1977-10-26,Female,unverified,2023-06-26,REF-1701
NBC0145,Jessica Salim,327570******,jessica.salim940@hotmail.com,081051844989,Medan,Sumatera Utara,1982-10-19,Female,verified,2024-02-11,REF-6985
NBC0146,Dewi Budiman,347158******,dewi.budiman997@yahoo.com,087655779082,Jakarta,DKI Jakarta,1994-09-25,Female,verified,2022-12-06,REF-9430
NBC0147,Maya Hidayat,327330******,maya.hidayat371@gmail.com,088365177739,Bali,Bali,1982-03-26,Female,verified,2024-04-21,REF-1706
NBC0148,Naufal Maulana,327390******,naufal.maulana525@gmail.com,087202428699,Surabaya,Jawa Timur,2003-08-08,Male,verified,2022-02-08,
NBC0149,Tika Setiawan,337467******,tika.setiawan622@hotmail.com,085236929298,Palembang,Sumatera Selatan,1986-11-12,Female,verified,2022-12-10,
NBC0150,Faisal Kusuma,337458******,faisal.kusuma395@yahoo.com,081038862912,Jakarta,DKI Jakarta,1996-05-06,Male,verified,2022-03-21,
NBC0151,Galih Sugiarto,327171******,galih.sugiarto676@yahoo.com,087806865086,Jakarta,DKI Jakarta,1985-04-17,Male,verified,2024-09-14,
NBC0152,Naufal Hartono,327527******,naufal.hartono261@hotmail.com,082149864300,Jakarta,DKI Jakarta,2000-12-04,Male,pending,2024-12-06,REF-1117
NBC0153,Luki Ramadhan,327556******,luki.ramadhan110@yahoo.com,085944869594,Surabaya,Jawa Timur,2005-07-13,Male,verified,2024-03-24,
NBC0154,Lukman Effendi,327357******,lukman.effendi573@hotmail.com,083495621372,Bandung,Jawa Barat,1979-07-01,Male,verified,2023-03-16,REF-6544
NBC0155,Prita Santoso,327359******,prita.santoso988@gmail.com,081279611435,Palembang,Sumatera Selatan,1978-08-04,Female,verified,2022-03-19,
NBC0156,Bella Budiman,347186******,bella.budiman59@yahoo.com,088770384309,Jakarta,DKI Jakarta,1997-11-25,Female,verified,2024-11-22,REF-3776
NBC0157,Zahra Wibowo,317130******,zahra.wibowo89@outlook.com,085566938011,Semarang,Jawa Tengah,1999-08-27,Female,verified,2023-08-06,
NBC0158,Novi Rahman,357845******,novi.rahman232@yahoo.com,085690426818,Balikpapan,Kalimantan Timur,1978-03-31,Female,verified,2024-10-27,REF-2917
NBC0159,Rina Aditya,517142******,rina.aditya711@hotmail.com,085973577907,Semarang,Jawa Tengah,1980-03-19,Female,verified,2023-06-13,REF-4610
NBC0160,Nadia Ramadhan,327555******,nadia.ramadhan529@gmail.com,088434165182,Palembang,Sumatera Selatan,1996-05-17,Female,verified,2023-10-05,REF-5408
NBC0161,Endra Suryadi,127135******,endra.suryadi241@yahoo.com,083333395211,Jakarta,DKI Jakarta,1978-07-09,Male,verified,2024-10-05,REF-9871
NBC0162,Gracia Salim,517150******,gracia.salim505@outlook.com,085284639208,Surabaya,Jawa Timur,1993-12-25,Female,verified,2024-09-06,
NBC0163,Vino Wardana,327368******,vino.wardana124@hotmail.com,083003691559,Jakarta,DKI Jakarta,1986-08-25,Male,verified,2023-01-19,REF-4885
NBC0164,Rangga Mahendra,357833******,rangga.mahendra511@hotmail.com,082655647292,Jakarta,DKI Jakarta,2000-10-31,Male,verified,2023-04-14,
NBC0165,Putri Zulkarnain,327535******,putri.zulkarnain150@yahoo.com,085026728857,Bandung,Jawa Barat,1988-06-16,Female,verified,2023-05-29,REF-1781
NBC0166,Bambang Maulana,317137******,bambang.maulana834@outlook.com,085175455884,Medan,Sumatera Utara,1990-06-09,Male,verified,2022-02-10,REF-6752
NBC0167,Olivia Suryadi,517183******,olivia.suryadi666@yahoo.com,083558771694,Bandung,Jawa Barat,1995-10-21,Female,verified,2022-10-24,
NBC0168,Wulan Yudha,517183******,wulan.yudha415@gmail.com,081253554496,Bandung,Jawa Barat,1987-03-03,Female,verified,2024-06-30,
NBC0169,Zulfa Budiman,127162******,zulfa.budiman172@yahoo.com,081234132611,Jakarta,DKI Jakarta,1977-11-11,Female,pending,2024-08-27,REF-1431
NBC0170,Jessica Setiawan,327143******,jessica.setiawan633@yahoo.com,081643347228,Semarang,Jawa Tengah,1982-08-27,Female,verified,2022-02-28,REF-6846
NBC0171,Vina Effendi,127179******,vina.effendi958@outlook.com,087728299796,Surabaya,Jawa Timur,1998-06-25,Female,rejected,2024-12-29,REF-6688
NBC0172,Made Setiawan,127149******,made.setiawan375@hotmail.com,083240082547,Pontianak,Kalimantan Barat,1999-01-02,Male,verified,2022-01-18,REF-9059
NBC0173,Gracia Firmansyah,317165******,gracia.firmansyah818@outlook.com,087308536866,Jakarta,DKI Jakarta,1986-03-18,Female,pending,2022-12-01,
NBC0174,Anita Lestari,347120******,anita.lestari433@yahoo.com,087944846312,Manado,Sulawesi Utara,1981-02-16,Female,verified,2023-08-17,REF-8460
NBC0175,Sari Darmawan,337451******,sari.darmawan20@yahoo.com,081802144270,Jakarta,DKI Jakarta,1985-06-11,Female,verified,2022-07-04,REF-9086
NBC0176,Reza Firmansyah,127157******,reza.firmansyah475@gmail.com,083120461872,Jakarta,DKI Jakarta,1983-08-15,Male,pending,2023-05-28,
NBC0177,Gita Wibowo,327566******,gita.wibowo254@gmail.com,082718376452,Surabaya,Jawa Timur,2003-03-23,Female,unverified,2022-03-28,
